Janitor 40 Male Married $44089
Female Married Retiree 93 $8844
Cashier 56 Single $16672 Female
$5875 Female 71 Widowed Retiree
$348221 Professor 25 Married Female
9 Male $100 Student Single
Student Single 7 $0 Male
Female Single 98 Retiree $7524
Student Single Male 7 $0
Student Male $0 15 Single
75 Married Retiree Male $9444
Single Unemployed Female $0 1
$0 1 Single Unemployed Male
Student Male 10 Single $100
Divorced 19 $10499 Plumber Male
$385273 36 Accountant Married Female
66 Married Retiree Male $11191
Pilot 26 Married Female $431097
Actor Male 56 $230673 Married
Male 55 Accountant Widowed $305000
Married Retiree Male $5395 86
37 Single Nanny Male $31165
Bookeeper $26095 62 Married Male
$6354 80 Married Female Retiree
$8316 21 Cashier Widowed Female
Secretary $41485 Male 54 Married
Married 37 $58658 Botanist Female
$4161 Male Retiree Married 81
Single Unemployed 2 Female $0
Male Waiter 20 $7437 Single
Married Retiree $4508 76 Male
Male Professor 33 Married $207268
$288589 Female Married 94 Businessman
3 Single Unemployed $0 Female
100 Male Married Retiree $9863
$172824 Married Male Doctor 59
$9613 95 Single Male Retiree
Retiree Male $6872 75 Married
Unemployed Female $0 3 Single
Unemployed Female Single $0 5
Male 37 Married Chemist $101121
$0 Female Student Single 9
Female Single Student $8289 24
Model Male Married $8478 23
Single 20 $7976 Male Student
$0 Female Student Married 24
$4675 Female Divorced 100 Retiree
4 Single Unemployed $0 Male
$85837 Male 44 Firefighter Married
Female 77 Divorced $9997 Retiree
Retiree 71 $11090 Female Single
90 Female Married Businessman $269352
Single Female 28 $105872 Zoologist
Single 97 $107803 Businessman Male
$88432 Veterinarian 44 Male Married
Female Soldier 25 $116014 Single
Married 49 Male $292442 Designer
Nurse 61 Female Married $89412
$6206 Student Single 24 Male
Married $201720 Female 43 Architect
Married 96 Female $11759 Retiree
Florist $34314 Married Male 56
Male 96 Widowed $10451 Retiree
Programmer Single $77626 Female 42
Married $36834 Designer 59 Female
17 Female Student Single $0
Male Florist 45 $24575 Married
Single Female Student 17 $0
Female Teacher Widowed $56621 54
Programmer 48 Married $98304 Male
$7446 Female 85 Married Retiree
Female $41103 Widowed Salesman 50
Widowed Female Surgeon 49 $157878
Student Male $0 12 Single
62 Other Programmer $111371 Married
Single Architect Male 42 $188144
Married 82 $4591 Retiree Male
$407105 59 Male Married Psychiatrist
Male Married $106678 Doctor 53
80 Single Female Retiree $5537
Male 46 Zoologist Married $46991
Married Retiree Female 73 $7399
Married $7960 Retiree Female 99
33 $259139 Businessman Male Divorced
Retiree 93 Female Married $6512
Female 27 $30001 Carpenter Married
Male 61 $51018 Dentist Widowed
Female Married $337629 Professor 42
Student 8 $0 Male Single
Retiree Female 74 Married $4943
Married 56 Male Cashier $58715
33 Driver Married $77930 Male
Botanist Female $96631 33 Single
Divorced 73 Retiree Female $11623
Married $432226 49 Female Artist
31 Female Clerk $23855 Married
20 Student Male Single $8078
$251298 49 Male Carpenter Single
Secretary Female $54871 Married 62
10 Single $100 Female Student
Nurse $84756 Female 35 Married
2 Single Unemployed Female $0
38 Male Chemist Widowed $105239
39 Actor $190909 Male Married
Single $10945 Retiree Male 88
Retiree Married 70 $11692 Female
$110650 Single Male Teacher 34
Female Retiree $9324 65 Married
Male Retiree 90 Divorced $5972
Unemployed 2 Single $0 Male
3 $0 Single Male Unemployed
$10224 Single Retiree Male 100
$6635 69 Retiree Married Male
67 Female Businessman Married $68461
92 Retiree Male Single $5181
Male Single $0 14 Student
Retiree Single $6916 Male 69
$6209 Female 65 Retiree Married
Single Male 15 $0 Student
Married Female 55 $35181 Barista
88 Married $5237 Retiree Female
$74560 Male 63 Married Driver
36 Accountant Male Married $216955
Single Female $7485 99 Retiree
Male 100 Retiree $6842 Married
Male Nanny 49 $19012 Married
Retiree 100 Female $10751 Married
Female $150724 54 Banker Married
Barista $41658 58 Single Female
76 Female Married $10934 Retiree
Male Retiree Married $9377 81
Female 30 Married Architect $123295
Divorced 47 Male Programmer $111031
Female Widowed $102770 Policeman 29
Single Female Student 24 $0
58 Surgeon Widowed $423667 Female
Surgeon Male 33 Married $286011
Student Male Single 11 $0
35 $399413 Female Artist Married
Firefighter $52930 32 Male Married
100 Married $326250 Businessman Male
$5122 Female Married 98 Retiree
Female Retiree $9835 Widowed 76
Married 32 $81389 Female Firefighter
Married Female 91 $6252 Retiree
Male $54973 Married 25 Barista
37 Male Pilot Widowed $429249
43 $251027 Female Lawyer Married
Male $173754 64 Married Carpenter
21 Married $6027 Student Female
Student Single $0 Female 16
36 Single Male $75779 Driver
$440683 Married Male 43 Psychiatrist
Male Student Single 6 $300
56 Florist Female $37959 Single
$0 Student Single Female 7
Male Student 11 $0 Single
$240136 Married 49 Doctor Female
$4534 Female 21 Widowed Student
Veterinarian Female 32 $87461 Married
Male $10226 Married 76 Retiree
$0 Student Single 13 Female
Male $117776 Divorced 44 Soldier
Female Programmer Married $50756 52
$98400 Botanist 26 Married Female
Male $255054 Lawyer Married 42
$6970 Retiree 95 Male Married
Student $0 7 Single Female
Single Male 6 $0 Student
$0 Female 19 Student Widowed
Divorced Veterinarian $49699 Male 62
Male Married 27 $105084 Soldier
Male Student 9 Single $0
$114955 Married Female 33 Soldier
Married $316553 Female Surgeon 54
Female Student Single 11 $0
Veterinarian $63895 38 Female Single
16 Single Male Student $0
Single Student 13 Female $0
76 Retiree $5361 Male Married
Businessman 92 $312928 Female Married
Student Single Female 21 $0
Unemployed Female 1 Single $0
81 Retiree Married $6247 Female
Female 69 Retiree Single $9927
Retiree 96 $5132 Female Married
13 Single $0 Female Student
Single 17 Student $3840 Female
Married 39 Plumber $34501 Female
$28192 45 Cashier Widowed Female
Retiree 67 $8003 Married Female
Divorced Doctor Female 55 $272302
Married $91448 Male 48 Researcher
61 Professor $337671 Male Married
Secretary $114976 Married 46 Male
Married Female Retiree $4893 82
69 Married $8772 Male Retiree
Married Veterinarian 51 $55612 Female
Retiree Male $6300 Married 94
99 Married Retiree Male $8371
Married Male 41 $39652 Chef
$57633 Single Botanist 55 Female
15 Student Male Single $504
$58691 57 Divorced Male Carpenter
Businessman Female Married 96 $259256
Divorced Salesman $114062 Male 55
Single 79 Retiree Male $7654
$38127 Mechanic Female 63 Widowed
Single $282374 Female 29 Lawyer
$91489 Chemist 34 Male Single
Married Male 60 Zoologist $99191
Male $183093 Surgeon 59 Single
27 $91232 Female Divorced Soldier
Married Female 58 $198414 Judge
Male Dentist 49 Married $91629
$8866 Widowed Male Retiree 94
Secretary Male $44933 Married 55
Male Single Retiree 94 $4631
Female 85 $8832 Married Retiree
Male 99 $10282 Married Retiree
Single Student Male 15 $0
$0 Divorced Student Female 20
Male $8070 Married Retiree 74
10 Female Student Single $100
Married $110092 Secretary 63 Female
4 Single $0 Other Unemployed
Female $0 9 Single Student
Married Female $117451 28 Secretary
Musician 35 $286732 Other Married
Married Barista Male 60 $21129
8 $500 Single Male Student
$6265 Female 81 Retiree Married
$0 Male Student Single 16
$0 Student Female Single 8
Unemployed $0 1 Single Female
Businessman 32 $274926 Female Single
62 Single Female Driver $72689
Single Female Unemployed 1 $0
Female $284657 Married 54 Professor
Male 2 $0 Single Unemployed
Female Retiree $8761 91 Single
Female $8111 93 Married Retiree
$0 8 Student Female Single
Retiree $9110 Male 100 Married
Married Cashier Male $16351 51
Male $7320 76 Single Retiree
Female $10866 Married Retiree 75
Widowed Male 19 $7821 Waiter
Male 52 Married $379499 Psychiatrist
Secretary $103584 Married 42 Male
43 Female $60278 Married Zoologist
Female $10882 72 Divorced Retiree
$0 Divorced 19 Female Student
$0 5 Male Unemployed Single
Male Divorced $8242 75 Retiree
Firefighter 46 $101474 Male Single
$97187 Veterinarian Female Married 32
Widowed Retiree $10611 98 Male
$7257 Male Retiree Married 99
Widowed Female Programmer $55833 34
$10846 100 Female Divorced Retiree
Widowed $38176 Cashier Male 31
Married Retiree $9031 100 Female
Secretary 35 $40369 Single Female
Male $296987 Architect 32 Married
Female $336364 Married Businessman 68
45 Female Married Firefighter $108401
$84994 Divorced Male Researcher 62
Single 5 $0 Male Unemployed
22 Student Female Single $0
74 Male Retiree $4756 Married
Student 15 $0 Female Single
Janitor $16895 42 Other Married
Female $33222 Single 45 Mechanic
Veterinarian Married Female 31 $112425
44 $210743 Female Divorced Musician
$60551 53 Policeman Widowed Female
Single $303776 28 Pilot Female
Male 87 $9635 Married Retiree
Single Student Male $325 12
Male 96 Retiree Single $11216
$424464 Surgeon Male Married 35
$45694 55 Bookeeper Male Married
Unemployed $0 3 Female Single
Businessman 76 Male Married $38076
$4824 Student Divorced 19 Female
Retiree Single 86 $6408 Male
$112624 Male Divorced Actor 28
Model Male 32 $331115 Married
Female $380474 Businessman Divorced 79
$0 Male 1 Single Unemployed
$7006 Retiree Female Married 90
Male 62 $90971 Married Programmer
Male $394351 60 Carpenter Single
20 Female $9640 Florist Single
61 Divorced Male Chef $122822
Married Female $66663 59 Zoologist
Male $89289 Divorced 49 Nurse
$44572 Married Female Businessman 33
Male $373286 Married Psychiatrist 48
Single Retiree Female 68 $11981
Widowed Psychiatrist $231633 Female 58
15 Student $0 Single Female
Female 94 $10686 Divorced Retiree
Married Female $82839 Firefighter 32
Male Doctor 38 Married $346110
Female Married $91315 Salesman 25
Female 12 $0 Single Student
Retiree Married 77 $6739 Female
Male Retiree $10177 68 Widowed
51 Female $75720 Researcher Widowed
Male Married Retiree 80 $6967
Female $28360 Janitor 60 Married
$84869 Married Female 60 Nurse
Widowed $143155 Female Architect 25
15 Single Male Student $978
33 Nurse Female Married $100619
$153276 Female 80 Businessman Married
$79559 Male 91 Businessman Married
31 Male Married Actor $104655
17 Female $0 Student Single
Retiree Widowed $4258 Female 81
Carpenter Married $251523 Male 45
Female Married 40 Secretary $106758
Widowed $382317 28 Female Lawyer
Female $5492 85 Married Retiree
Single Male $0 Student 16
Bookeeper Male 27 Married $26390
Married 90 $11573 Female Retiree
$5769 Divorced 88 Female Retiree
Married Female $9986 Retiree 71
Photographer Male 38 $38512 Married
Single Student 9 Male $0
Married 28 Male $322689 Chef
$6595 Retiree 99 Married Female
Male 98 Retiree $6109 Married
Married 45 Female Soldier $103325
Female Student $0 Single 15
$11496 Retiree 65 Married Female
$0 Student Single 6 Female
$46855 Married Male Botanist 41
Unemployed 5 Female $0 Single
Married $94234 Male Carpenter 48
$66860 Female Married 54 Secretary
Student Single 7 Male $0
Male $372558 Judge 35 Divorced
Male $6382 Florist Married 19
79 $11862 Married Male Retiree
84 Retiree Male Single $7134
Male Married Judge 61 $227932
Unemployed $0 Single 2 Female
$38652 56 Male Married Clerk
1 Single $0 Female Unemployed
$10312 88 Married Male Retiree
Other Dentist Divorced 31 $74666
$196985 Female Musician 58 Married
Female $9641 76 Retiree Married
$116908 41 Widowed Female Firefighter
Unemployed Male $0 Single 5
Male Divorced 67 $8368 Retiree
$5156 Female 77 Married Retiree
Surgeon $136747 Female 57 Married
Single $10880 Retiree 76 Male
Widowed $0 Male Student 23
$11872 72 Female Retiree Married
Unemployed $0 Single Male 4
Male 85 $354948 Widowed Businessman
75 Married $4562 Retiree Female
Female Retiree Widowed 73 $8687
$113070 27 Married Driver Female
Actor 49 $288445 Female Divorced
Male Single Retiree 98 $7132
Single Professor Female 27 $262220
Married Retiree 79 Male $6947
43 $119279 Chemist Female Married
Florist Married $6440 Female 21
Retiree Widowed Male $11543 100
78 $10650 Married Retiree Male
Single Female 11 $0 Student
Pilot $363129 60 Male Married
Mechanic 40 Married $20758 Male
Retiree $5057 69 Male Married
Male Unemployed Single 3 $0
Clerk $53162 Divorced 29 Male
$0 8 Student Male Single
Married $430296 64 Banker Female
73 Male Retiree $11850 Divorced
Male 95 Retiree Widowed $5056
Doctor 49 Male Married $110393
48 Divorced $89711 Male Driver
Retiree $10177 65 Male Married
Psychiatrist $185823 Married Male 31
Student Female 12 Single $0
Retiree 95 Female $8769 Married
Female 29 Widowed Pilot $119295
$7158 82 Married Retiree Female
Student 23 $4375 Male Single
Policeman $106513 Female 37 Married
94 Female $4137 Divorced Retiree
Retiree 74 Married Female $5792
Female Student Single $0 24
51 Veterinarian $48624 Married Male
$300 Single 9 Female Student
Female Married 68 $9606 Retiree
Female Retiree 80 $7761 Single
Student $0 Single 12 Other
$110745 Botanist 60 Married Other
Retiree Male Widowed 75 $7030
Single 4 Male $0 Unemployed
Divorced 67 Male Retiree $7768
81 $11985 Female Retiree Married
92 Businessman Male Married $80369
19 Student Male $5211 Single
Retiree $10421 Divorced 71 Female
Student $8130 Male 20 Married
Male $5088 Retiree 76 Married
Retiree 81 Female Married $10124
Single 23 Student $8025 Male
$300 Male Single Student 10
$42002 64 Divorced Male Botanist
Businessman Male $41626 Divorced 89
Student Single Female 18 $0
Female $388688 Psychiatrist 63 Married
$41163 33 Female Single Author
Married Male 31 $38416 Janitor
Married Male 32 Chemist $74406
66 Businessman Male Single $422436
Salesman Widowed Male $71089 30
Male Unemployed $0 Single 5
Male Retiree $7165 70 Married
$7208 Married Female 74 Retiree
79 Divorced $6144 Retiree Female
Married Professor 63 $361095 Female
$0 Female Single 6 Student
Male 11 Student Single $500
$56009 30 Clerk Female Divorced
Widowed 80 Retiree $5186 Male
9 $0 Single Student Male
89 Retiree Married $8255 Male
Male Married Businessman 93 $366185
54 Veterinarian $113609 Female Married
83 Married $11211 Retiree Female
$8056 Retiree 85 Married Female
48 $95302 Female Married Nurse
31 Married $62956 Other Salesman
Married $322260 51 Male Professor
$390958 Model Female Married 38
$0 Male 7 Single Student
75 Married $9023 Retiree Male
Author $38549 Single Female 31
$8488 Waiter Female 24 Widowed
42 Widowed Male Barista $36709
Male Single Businessman $331016 82
Single Female 51 Actor $319599
Female Unemployed Single $0 2
$0 Female Single Unemployed 2
Married Retiree 84 Male $4516
$27681 60 Female Janitor Married
Married Male Doctor $112650 62
Male 60 Married $79181 Author
Widowed Female 43 Cashier $29055
Firefighter 37 $65033 Male Single
$3073 21 Female Student Divorced
Retiree Single $5513 69 Female
84 Retiree $4818 Widowed Female
Male 83 $10149 Retiree Married
$4619 72 Retiree Female Married
26 Carpenter $302184 Female Single
$233733 Female 47 Widowed Banker
Married Female $76908 61 Dentist
Businessman Married Male $139688 70
91 Retiree Married $8584 Female
Married $161132 Female 60 Professor
Retiree Male Married 92 $9324
$7623 84 Retiree Married Female
Married Retiree $7887 86 Male
Female Student 11 $0 Single
3 Unemployed Female Single $0
Married Female Florist 53 $29636
Married $9803 66 Male Retiree
Female 67 Retiree Married $7565
Female Divorced 21 $10338 Model
$0 Female Student Single 7
Married $9564 89 Female Retiree
Female Student 14 Single $0
Male Unemployed 3 Single $0
$10289 Female 91 Widowed Retiree
Widowed 51 $83182 Male Policeman
Policeman $112637 Male 63 Married
Female Single Student $0 20
Male Salesman $57633 Single 63
Student $0 10 Single Female
Married Nurse 36 Male $89652
Married 34 Female Soldier $41128
Married Male Programmer 27 $66808
Married $107776 Male Businessman 78
$83973 Secretary Male Married 41
Single Female Student $0 15
Male Married Retiree $9919 76
96 Retiree Female $10131 Married
Nurse Married $54923 59 Female
